session_id,customer_id,device_type,operating_system,ip_address,start_time,end_time,is_weekend,is_night,session_duration_sec,cart_value,items_count,checkout_attempts,payment_failures,cart_revisit_count,is_abandoned,status
sess_001001,78,DESKTOP,iOS,103.205.231.110,2026-07-08 08:18:05,2026-07-08 08:26:00,0,0,475,73651.3,4,0,0,3,1,ABANDONED
sess_001002,144,TABLET,Android,103.33.190.234,2026-07-11 07:27:05,2026-07-11 07:36:02,1,0,537,107182.72,4,0,0,2,1,ABANDONED
sess_001003,287,MOBILE,iOS,103.233.40.45,2026-07-20 04:18:05,2026-07-20 04:30:51,0,1,766,29592.56,1,1,0,6,1,ABANDONED
sess_001004,368,DESKTOP,Windows,103.228.84.164,2026-07-13 10:07:05,2026-07-13 10:09:43,0,0,158,6189.77,1,0,0,1,1,ABANDONED
sess_001005,271,DESKTOP,iOS,103.198.245.88,2026-07-31 09:57:05,2026-07-31 10:08:40,0,0,695,61943.87,4,2,0,1,0,CONVERTED
sess_001006,356,MOBILE,Windows,103.234.129.93,2026-07-13 15:28:05,2026-07-13 15:30:29,0,0,144,48119.8,4,0,0,1,1,ABANDONED
sess_001007,484,MOBILE,iOS,103.249.229.74,2026-07-14 06:17:05,2026-07-14 06:23:31,0,0,386,73946.22,4,2,0,2,0,CONVERTED
sess_001008,445,TABLET,macOS,103.185.86.210,2026-08-05 08:25:05,2026-08-05 08:30:06,0,0,301,1353.46,1,0,0,3,1,ABANDONED
sess_001009,411,MOBILE,macOS,103.73.21.66,2026-07-28 02:56:05,2026-07-28 03:01:38,0,1,333,44639.24,2,1,0,2,0,CONVERTED
sess_001010,320,MOBILE,Windows,103.227.117.226,2026-07-30 00:13:05,2026-07-30 00:15:23,0,1,138,10984.48,1,0,0,3,1,ABANDONED
sess_001011,226,DESKTOP,Windows,103.141.34.216,2026-07-25 12:50:05,2026-07-25 12:53:33,1,0,208,63550.71,3,0,0,2,1,ABANDONED
sess_001012,420,TABLET,Windows,103.186.33.122,2026-07-19 03:29:05,2026-07-19 03:41:46,1,1,761,1353.46,1,1,0,1,0,CONVERTED
sess_001013,124,TABLET,Android,103.47.233.246,2026-07-22 07:08:05,2026-07-22 07:36:28,0,0,1703,62596.84,4,4,2,5,1,PAYMENT_FAILED
sess_001014,54,DESKTOP,macOS,103.184.70.65,2026-07-26 16:41:05,2026-07-26 16:43:23,1,0,138,68917.47,4,0,0,1,1,ABANDONED
sess_001015,121,MOBILE,Android,103.48.57.253,2026-07-18 02:07:05,2026-07-18 02:18:06,1,1,661,52138.95,2,4,2,5,1,PAYMENT_FAILED
sess_001016,286,MOBILE,iOS,103.47.62.12,2026-07-12 20:38:05,2026-07-12 20:40:12,1,0,127,41940.37,2,0,0,1,1,ABANDONED
sess_001017,198,DESKTOP,macOS,103.107.58.12,2026-07-09 23:36:05,2026-07-09 23:51:25,0,1,920,114663.86,4,1,0,6,1,ABANDONED
sess_001018,470,TABLET,iOS,103.239.148.238,2026-07-28 02:27:05,2026-07-28 02:39:59,0,1,774,114618.66,4,2,3,2,1,PAYMENT_FAILED
sess_001019,51,MOBILE,Android,103.60.8.118,2026-07-12 10:50:05,2026-07-12 10:55:08,1,0,303,77272.84,3,1,0,2,0,CONVERTED
sess_001020,224,DESKTOP,macOS,103.118.137.24,2026-08-06 00:11:05,2026-08-06 00:22:24,0,1,679,3997.88,1,2,0,2,0,CONVERTED
sess_001021,145,MOBILE,macOS,103.148.165.26,2026-07-26 03:40:05,2026-07-26 03:49:03,1,1,538,54788.96,3,0,0,3,1,ABANDONED
sess_001022,390,MOBILE,macOS,103.117.103.76,2026-07-21 19:49:05,2026-07-21 20:18:27,0,0,1762,44347.99,2,3,3,5,1,PAYMENT_FAILED
sess_001023,285,TABLET,Android,103.130.248.201,2026-07-19 22:09:05,2026-07-19 22:21:57,1,0,772,36797.58,3,1,0,3,1,ABANDONED
sess_001024,12,TABLET,iOS,103.42.11.242,2026-08-05 20:06:05,2026-08-05 20:28:19,0,0,1334,41216.95,2,3,3,5,1,PAYMENT_FAILED
sess_001025,293,DESKTOP,iOS,103.250.37.201,2026-07-24 12:18:05,2026-07-24 12:30:28,0,0,743,16078.93,1,1,0,5,1,ABANDONED
sess_001026,149,TABLET,Android,103.181.70.125,2026-07-29 11:29:05,2026-07-29 11:36:13,0,0,428,23088.42,1,0,0,1,1,ABANDONED
sess_001027,75,DESKTOP,Android,103.165.206.241,2026-08-03 09:45:05,2026-08-03 09:49:21,0,0,256,41568.25,2,0,0,1,1,ABANDONED
sess_001028,39,DESKTOP,Android,103.217.135.185,2026-07-15 12:07:05,2026-07-15 12:20:40,0,0,815,36887.34,3,3,1,4,1,PAYMENT_FAILED
sess_001029,296,MOBILE,iOS,103.226.187.128,2026-07-13 00:37:05,2026-07-13 00:45:08,0,1,483,34979.66,1,0,0,3,1,ABANDONED
sess_001030,324,DESKTOP,iOS,103.246.175.105,2026-07-30 22:49:05,2026-07-30 22:55:00,0,0,355,63545.32,2,0,0,1,1,ABANDONED
sess_001031,471,TABLET,Windows,103.237.143.2,2026-08-06 21:35:05,2026-08-06 21:50:02,0,0,897,37300.17,2,1,0,4,1,ABANDONED
sess_001032,70,DESKTOP,Android,103.109.191.2,2026-07-23 22:23:05,2026-07-23 22:25:35,0,0,150,33938.58,1,0,0,2,1,ABANDONED
sess_001033,191,MOBILE,iOS,103.226.237.227,2026-07-13 20:54:05,2026-07-13 21:04:27,0,0,622,99888.8,4,1,0,1,0,CONVERTED
sess_001034,237,MOBILE,macOS,103.161.160.175,2026-08-08 00:28:05,2026-08-08 00:37:27,1,1,562,37296.43,3,2,0,1,0,CONVERTED
sess_001035,240,DESKTOP,iOS,103.231.211.89,2026-08-03 04:19:05,2026-08-03 04:23:16,0,1,251,116630.03,4,0,0,2,1,ABANDONED
sess_001036,416,TABLET,Android,103.64.36.10,2026-07-30 13:17:05,2026-07-30 13:39:05,0,0,1320,19776.49,2,2,1,5,1,PAYMENT_FAILED
sess_001037,402,TABLET,Windows,103.122.131.135,2026-07-14 16:22:05,2026-07-14 16:26:57,0,0,292,51402.46,4,0,0,1,1,ABANDONED
sess_001038,113,TABLET,Windows,103.238.153.239,2026-07-21 07:27:05,2026-07-21 07:30:44,0,0,219,27748.45,3,0,0,3,1,ABANDONED
sess_001039,25,DESKTOP,Windows,103.23.228.209,2026-07-24 15:11:05,2026-07-24 15:22:47,0,0,702,71885.41,4,1,0,2,0,CONVERTED
sess_001040,305,MOBILE,Windows,103.240.166.28,2026-08-06 07:47:05,2026-08-06 07:54:27,0,0,442,68084.1,3,0,0,3,1,ABANDONED
sess_001041,237,TABLET,macOS,103.34.9.37,2026-07-28 14:33:05,2026-07-28 14:56:21,0,0,1396,36640.64,2,4,2,2,1,PAYMENT_FAILED
sess_001042,120,DESKTOP,Windows,103.188.42.175,2026-08-03 00:36:05,2026-08-03 00:44:09,0,1,484,32136.68,2,1,0,4,1,ABANDONED
sess_001043,6,MOBILE,macOS,103.204.25.21,2026-07-28 20:50:05,2026-07-28 21:02:30,0,0,745,3017.72,2,1,0,4,1,ABANDONED
sess_001044,325,TABLET,Windows,103.18.224.73,2026-08-06 07:49:05,2026-08-06 07:51:56,0,0,171,50031.69,2,0,0,2,1,ABANDONED
sess_001045,363,TABLET,Windows,103.174.14.234,2026-07-31 01:53:05,2026-07-31 01:58:54,0,1,349,67660.53,4,1,0,1,0,CONVERTED
sess_001046,65,MOBILE,iOS,103.119.23.130,2026-07-19 00:47:05,2026-07-19 00:59:32,1,1,747,6095.52,1,3,1,4,1,PAYMENT_FAILED
sess_001047,316,TABLET,iOS,103.255.183.89,2026-07-14 16:19:05,2026-07-14 16:32:07,0,0,782,31742.3,2,1,0,5,1,ABANDONED
sess_001048,209,DESKTOP,Android,103.174.9.102,2026-07-20 10:00:05,2026-07-20 10:09:52,0,0,587,5973.44,1,0,0,3,1,ABANDONED
sess_001049,368,DESKTOP,macOS,103.77.22.200,2026-07-16 16:23:05,2026-07-16 16:37:55,0,0,890,25712.43,2,1,0,5,1,ABANDONED
sess_001050,158,TABLET,Windows,103.230.115.6,2026-08-07 11:13:05,2026-08-07 11:25:54,0,0,769,28390.69,2,2,0,2,0,CONVERTED
sess_001051,425,MOBILE,Android,103.136.108.253,2026-07-26 13:56:05,2026-07-26 14:03:18,1,0,433,43699.8,2,2,0,2,0,CONVERTED
sess_001052,299,MOBILE,iOS,103.179.76.57,2026-07-13 17:04:05,2026-07-13 17:17:20,0,0,795,34207.92,1,3,2,2,1,PAYMENT_FAILED
sess_001053,330,DESKTOP,Android,103.101.125.2,2026-07-18 06:10:05,2026-07-18 06:16:49,1,0,404,40008.75,3,0,0,2,1,ABANDONED
sess_001054,407,MOBILE,Android,103.82.171.246,2026-07-09 09:03:05,2026-07-09 09:17:41,0,0,876,76356.33,3,2,0,2,0,CONVERTED
sess_001055,160,MOBILE,macOS,103.21.118.245,2026-07-12 16:25:05,2026-07-12 16:33:08,1,0,483,32069.69,2,2,0,1,0,CONVERTED
sess_001056,131,DESKTOP,macOS,103.237.12.178,2026-07-19 20:19:05,2026-07-19 20:21:05,1,0,120,33938.58,1,0,0,2,1,ABANDONED
sess_001057,116,TABLET,Android,103.56.96.111,2026-07-16 18:53:05,2026-07-16 19:01:00,0,0,475,64867.21,3,1,0,1,0,CONVERTED
sess_001058,223,MOBILE,Android,103.138.223.55,2026-07-21 11:57:05,2026-07-21 12:01:55,0,0,290,34979.66,1,0,0,3,1,ABANDONED
sess_001059,292,TABLET,macOS,103.186.240.43,2026-07-16 01:03:05,2026-07-16 01:11:21,0,1,496,3997.88,1,1,0,6,1,ABANDONED
sess_001060,470,MOBILE,macOS,103.146.110.18,2026-07-21 11:49:05,2026-07-21 11:56:16,0,0,431,71301.5,4,0,0,1,1,ABANDONED
sess_001061,84,MOBILE,Android,103.55.109.158,2026-07-29 06:18:05,2026-07-29 06:26:59,0,0,534,36098.44,2,1,0,1,0,CONVERTED
sess_001062,143,TABLET,iOS,103.197.67.237,2026-07-15 06:43:05,2026-07-15 06:49:12,0,0,367,67500.34,3,1,0,2,0,CONVERTED
sess_001063,377,MOBILE,iOS,103.19.106.251,2026-08-06 15:10:05,2026-08-06 15:20:04,0,0,599,40048.28,2,0,0,3,1,ABANDONED
sess_001064,436,MOBILE,Android,103.72.190.184,2026-08-01 23:13:05,2026-08-01 23:22:45,1,1,580,34536.05,1,0,0,1,1,ABANDONED
sess_001065,209,DESKTOP,macOS,103.60.1.175,2026-07-12 22:40:05,2026-07-12 22:45:01,1,0,296,38556.03,2,0,0,3,1,ABANDONED
sess_001066,50,TABLET,iOS,103.43.36.176,2026-08-07 02:23:05,2026-08-07 02:29:36,0,1,391,17262.47,1,1,0,2,0,CONVERTED
sess_001067,443,TABLET,Android,103.230.81.150,2026-07-15 06:30:05,2026-07-15 06:33:56,0,0,231,23333.68,1,0,0,1,1,ABANDONED
sess_001068,421,DESKTOP,Android,103.168.198.101,2026-08-02 19:29:05,2026-08-02 19:35:55,1,0,410,61675.34,2,0,0,1,1,ABANDONED
sess_001069,188,DESKTOP,Windows,103.225.213.216,2026-07-09 11:12:05,2026-07-09 11:26:36,0,0,871,30293.82,4,1,0,3,1,ABANDONED
sess_001070,298,DESKTOP,Windows,103.86.18.113,2026-07-08 09:54:05,2026-07-08 09:59:25,0,0,320,68304.32,3,0,0,1,1,ABANDONED
sess_001071,155,TABLET,macOS,103.52.232.49,2026-08-03 18:52:05,2026-08-03 18:57:22,0,0,317,90179.44,4,0,0,1,1,ABANDONED
sess_001072,482,TABLET,Windows,103.78.77.26,2026-07-17 07:03:05,2026-07-17 07:18:30,0,0,925,81501.08,4,1,0,3,1,ABANDONED
sess_001073,465,TABLET,Android,103.178.194.68,2026-07-31 17:46:05,2026-07-31 17:55:10,0,0,545,44063.04,3,2,0,1,0,CONVERTED
sess_001074,126,DESKTOP,iOS,103.253.17.208,2026-07-16 16:24:05,2026-07-16 16:46:34,0,0,1349,89441.15,4,2,1,5,1,PAYMENT_FAILED
sess_001075,170,DESKTOP,macOS,103.160.137.185,2026-07-14 02:56:05,2026-07-14 03:04:29,0,1,504,16461.18,2,2,0,2,0,CONVERTED
sess_001076,198,TABLET,macOS,103.216.32.111,2026-08-01 15:03:05,2026-08-01 15:19:07,1,0,962,58824.85,3,2,1,4,1,PAYMENT_FAILED
sess_001077,45,DESKTOP,iOS,103.204.204.153,2026-08-03 13:36:05,2026-08-03 13:59:05,0,0,1380,61609.74,3,3,3,5,1,PAYMENT_FAILED
sess_001078,302,MOBILE,Windows,103.56.197.32,2026-07-09 14:52:05,2026-07-09 15:01:36,0,0,571,40725.82,2,1,0,1,0,CONVERTED
sess_001079,454,DESKTOP,iOS,103.193.28.116,2026-07-20 10:32:05,2026-07-20 10:44:53,0,0,768,7783.14,1,1,0,1,0,CONVERTED
sess_001080,274,TABLET,Android,103.136.182.236,2026-08-02 19:47:05,2026-08-02 19:53:26,1,0,381,96829.69,4,1,0,2,0,CONVERTED
sess_001081,409,DESKTOP,Windows,103.78.255.13,2026-08-04 07:39:05,2026-08-04 07:42:44,0,0,219,9136.6,2,0,0,3,1,ABANDONED
sess_001082,449,TABLET,iOS,103.66.227.119,2026-07-24 20:07:05,2026-07-24 20:14:00,0,0,415,67230.0,4,0,0,2,1,ABANDONED
sess_001083,474,TABLET,Windows,103.218.78.209,2026-07-24 06:18:06,2026-07-24 06:23:31,0,0,325,32883.25,3,1,0,2,0,CONVERTED
sess_001084,374,MOBILE,Android,103.89.95.82,2026-07-24 02:01:06,2026-07-24 02:10:19,0,1,553,470.42,1,0,0,1,1,ABANDONED
sess_001085,155,MOBILE,Android,103.206.111.196,2026-07-26 06:34:06,2026-07-26 06:51:28,1,0,1042,64331.83,4,1,0,3,1,ABANDONED
sess_001086,91,TABLET,Android,103.163.95.148,2026-07-15 03:05:06,2026-07-15 03:14:18,0,1,552,50970.42,2,2,0,2,0,CONVERTED
sess_001087,466,MOBILE,iOS,103.53.77.164,2026-07-16 09:31:06,2026-07-16 09:39:20,0,0,494,20611.38,1,1,0,1,0,CONVERTED
sess_001088,354,TABLET,iOS,103.210.181.58,2026-08-03 16:53:06,2026-08-03 17:06:59,0,0,833,10984.48,1,1,0,6,1,ABANDONED
sess_001089,241,DESKTOP,Android,103.242.25.142,2026-07-24 23:04:06,2026-07-24 23:10:27,0,1,381,95877.41,4,0,0,1,1,ABANDONED
sess_001090,64,MOBILE,macOS,103.35.181.166,2026-07-11 05:44:06,2026-07-11 05:47:59,1,1,233,37936.46,2,0,0,3,1,ABANDONED
sess_001091,274,DESKTOP,macOS,103.132.102.84,2026-07-24 15:40:06,2026-07-24 15:47:34,0,0,448,22456.68,2,1,0,1,0,CONVERTED
sess_001092,9,TABLET,Android,103.203.149.65,2026-08-03 12:49:06,2026-08-03 12:57:14,0,0,488,25776.31,3,1,0,1,0,CONVERTED
sess_001093,461,DESKTOP,iOS,103.223.245.222,2026-07-13 16:16:06,2026-07-13 16:30:00,0,0,834,14669.8,3,2,3,2,1,PAYMENT_FAILED
sess_001094,487,DESKTOP,Android,103.177.165.39,2026-08-07 02:06:06,2026-08-07 02:14:51,0,1,525,25967.89,2,1,0,2,0,CONVERTED
sess_001095,340,DESKTOP,iOS,103.156.242.169,2026-07-27 11:27:06,2026-07-27 11:37:27,0,0,621,64735.56,4,1,0,2,0,CONVERTED
sess_001096,220,TABLET,Windows,103.28.39.145,2026-07-14 01:39:06,2026-07-14 01:49:43,0,1,637,63528.84,3,2,0,2,0,CONVERTED
sess_001097,303,DESKTOP,macOS,103.150.254.92,2026-07-13 18:19:06,2026-07-13 18:21:36,0,0,150,33952.76,1,0,0,2,1,ABANDONED
sess_001098,87,DESKTOP,iOS,103.180.7.19,2026-07-19 02:22:06,2026-07-19 02:28:20,1,1,374,59205.93,2,0,0,1,1,ABANDONED
sess_001099,482,MOBILE,iOS,103.202.220.232,2026-07-08 03:27:06,2026-07-08 03:55:15,0,1,1689,70741.93,4,3,2,5,1,PAYMENT_FAILED
sess_001100,395,MOBILE,iOS,103.122.199.173,2026-07-14 23:40:06,2026-07-14 23:46:01,0,1,355,71509.69,4,0,0,2,1,ABANDONED
sess_001101,309,MOBILE,macOS,103.94.158.49,2026-08-07 07:08:06,2026-08-07 07:16:12,0,0,486,8490.19,1,2,0,1,0,CONVERTED
sess_001102,62,TABLET,Android,103.100.12.199,2026-07-27 08:02:06,2026-07-27 08:21:45,0,0,1179,51207.37,3,3,2,5,1,PAYMENT_FAILED
sess_001103,159,TABLET,macOS,103.137.205.77,2026-07-20 09:20:06,2026-07-20 09:30:22,0,0,616,28655.84,4,2,0,1,0,CONVERTED
sess_001104,181,DESKTOP,iOS,103.130.101.10,2026-07-20 11:27:06,2026-07-20 11:38:24,0,0,678,38556.03,2,1,0,6,1,ABANDONED
sess_001105,333,DESKTOP,iOS,103.155.194.58,2026-07-28 17:36:06,2026-07-28 17:38:31,0,0,145,75392.4,3,0,0,3,1,ABANDONED
sess_001106,271,MOBILE,macOS,103.115.105.110,2026-07-29 16:37:06,2026-07-29 16:45:06,0,0,480,48493.95,3,1,0,5,1,ABANDONED
sess_001107,212,TABLET,macOS,103.73.152.249,2026-07-28 15:41:06,2026-07-28 15:58:39,0,0,1053,30966.8,3,3,3,4,1,PAYMENT_FAILED
sess_001108,427,TABLET,Windows,103.80.230.73,2026-07-31 05:00:06,2026-07-31 05:11:22,0,1,676,46696.71,3,1,0,6,1,ABANDONED
sess_001109,304,DESKTOP,macOS,103.42.244.186,2026-07-09 17:10:06,2026-07-09 17:16:48,0,0,402,53035.44,2,2,0,1,0,CONVERTED
sess_001110,32,TABLET,iOS,103.39.245.195,2026-08-06 08:17:06,2026-08-06 08:21:53,0,0,287,66313.48,3,0,0,2,1,ABANDONED
sess_001111,68,MOBILE,Android,103.72.5.11,2026-07-29 15:08:06,2026-07-29 15:24:26,0,0,980,25733.56,3,1,0,6,1,ABANDONED
sess_001112,73,TABLET,Windows,103.37.69.200,2026-08-04 17:40:06,2026-08-04 18:01:28,0,0,1282,44379.46,3,4,2,5,1,PAYMENT_FAILED
sess_001113,242,MOBILE,macOS,103.216.40.237,2026-07-20 03:49:06,2026-07-20 03:59:29,0,1,623,43627.61,3,1,0,3,1,ABANDONED
sess_001114,114,MOBILE,Android,103.67.189.13,2026-07-10 17:38:06,2026-07-10 17:49:49,0,0,703,40725.82,2,1,0,4,1,ABANDONED
sess_001115,100,DESKTOP,macOS,103.84.93.68,2026-07-25 17:32:06,2026-07-25 17:37:25,1,0,319,46703.37,2,1,0,2,0,CONVERTED
sess_001116,380,TABLET,macOS,103.210.14.9,2026-07-21 02:24:06,2026-07-21 02:36:07,0,1,721,66118.76,3,1,0,4,1,ABANDONED
sess_001117,225,DESKTOP,Android,103.129.134.49,2026-08-06 14:19:06,2026-08-06 14:29:32,0,0,626,40051.44,2,1,0,1,0,CONVERTED
sess_001118,83,TABLET,Windows,103.118.200.87,2026-08-02 09:19:06,2026-08-02 09:27:30,1,0,504,49203.99,2,0,0,2,1,ABANDONED
sess_001119,5,MOBILE,Android,103.44.169.103,2026-07-20 20:57:06,2026-07-20 21:00:56,0,0,230,6095.52,1,0,0,1,1,ABANDONED
sess_001120,102,DESKTOP,macOS,103.129.225.18,2026-07-15 01:00:06,2026-07-15 01:03:08,0,1,182,84493.81,4,0,0,3,1,ABANDONED
sess_001121,128,TABLET,Android,103.54.142.165,2026-07-27 17:26:06,2026-07-27 17:33:43,0,0,457,40303.44,2,1,0,3,1,ABANDONED
sess_001122,418,DESKTOP,iOS,103.70.14.56,2026-07-30 20:08:06,2026-07-30 20:15:33,0,0,447,46386.18,3,1,0,4,1,ABANDONED
sess_001123,491,MOBILE,iOS,103.84.26.226,2026-07-27 22:38:06,2026-07-27 22:50:09,0,0,723,95305.58,4,2,0,2,0,CONVERTED
sess_001124,480,MOBILE,Windows,103.22.197.93,2026-07-18 06:08:06,2026-07-18 06:12:02,1,0,236,63986.67,4,0,0,3,1,ABANDONED
sess_001125,21,TABLET,Windows,103.108.201.195,2026-07-21 15:00:06,2026-07-21 15:13:45,0,0,819,6716.58,2,2,0,1,0,CONVERTED
sess_001126,394,MOBILE,iOS,103.35.66.22,2026-08-05 23:01:06,2026-08-05 23:26:43,0,1,1537,15630.75,2,2,3,2,1,PAYMENT_FAILED
sess_001127,457,MOBILE,macOS,103.228.25.221,2026-07-12 08:05:06,2026-07-12 08:10:42,1,0,336,24752.68,2,2,0,1,0,CONVERTED
sess_001128,356,DESKTOP,iOS,103.163.162.189,2026-07-10 20:53:06,2026-07-10 20:59:50,0,0,404,13635.23,2,2,0,1,0,CONVERTED
sess_001129,286,DESKTOP,iOS,103.51.10.93,2026-07-11 14:45:06,2026-07-11 14:54:19,1,0,553,11269.93,1,1,0,4,1,ABANDONED
sess_001130,348,DESKTOP,Windows,103.161.195.218,2026-07-08 18:04:06,2026-07-08 18:09:07,0,0,301,28053.28,2,1,0,1,0,CONVERTED
sess_001131,431,TABLET,macOS,103.140.169.4,2026-07-30 08:46:06,2026-07-30 08:48:16,0,0,130,15990.76,1,0,0,1,1,ABANDONED
sess_001132,393,TABLET,Windows,103.28.160.49,2026-07-13 01:21:06,2026-07-13 01:34:34,0,1,808,2212.04,2,2,0,2,0,CONVERTED
sess_001133,380,DESKTOP,macOS,103.69.137.48,2026-07-24 07:38:06,2026-07-24 07:48:32,0,0,626,32088.66,2,2,0,1,0,CONVERTED
sess_001134,454,DESKTOP,Windows,103.148.42.37,2026-07-13 03:59:06,2026-07-13 04:08:03,0,1,537,71593.83,3,1,0,3,1,ABANDONED
sess_001135,474,DESKTOP,iOS,103.20.77.152,2026-07-28 13:51:06,2026-07-28 14:00:04,0,0,538,40305.2,2,2,0,2,0,CONVERTED
sess_001136,89,TABLET,Windows,103.180.92.11,2026-07-25 11:45:06,2026-07-25 11:55:49,1,0,643,1353.46,1,1,0,2,0,CONVERTED
sess_001137,174,MOBILE,iOS,103.62.54.58,2026-07-18 06:15:06,2026-07-18 06:23:35,1,0,509,29592.56,1,0,0,1,1,ABANDONED
sess_001138,437,MOBILE,iOS,103.26.42.46,2026-07-11 19:27:06,2026-07-11 19:35:03,1,0,477,65803.78,3,1,0,1,0,CONVERTED
sess_001139,446,DESKTOP,macOS,103.147.255.254,2026-07-26 14:27:06,2026-07-26 14:36:43,1,0,577,30515.02,1,0,0,1,1,ABANDONED
sess_001140,272,DESKTOP,Windows,103.152.29.100,2026-07-29 14:12:06,2026-07-29 14:17:06,0,0,300,58547.27,4,1,0,1,0,CONVERTED
sess_001141,327,DESKTOP,Windows,103.252.204.192,2026-07-29 20:34:06,2026-07-29 20:41:18,0,0,432,63358.91,3,2,0,1,0,CONVERTED
sess_001142,39,MOBILE,iOS,103.14.156.177,2026-08-05 23:04:06,2026-08-05 23:08:31,0,1,265,82809.76,3,0,0,1,1,ABANDONED
sess_001143,47,DESKTOP,macOS,103.49.208.151,2026-07-19 04:21:06,2026-07-19 04:35:55,1,1,889,24950.97,2,2,0,1,0,CONVERTED
sess_001144,11,MOBILE,iOS,103.234.221.109,2026-07-25 23:55:06,2026-07-26 00:00:08,1,1,302,1664.26,1,1,0,1,0,CONVERTED
sess_001145,277,DESKTOP,iOS,103.149.202.49,2026-07-11 21:20:06,2026-07-11 21:31:41,1,0,695,31164.1,2,2,2,4,1,PAYMENT_FAILED
sess_001146,284,TABLET,iOS,103.246.213.216,2026-07-13 03:36:06,2026-07-13 03:50:44,0,1,878,22477.1,1,1,0,1,0,CONVERTED
sess_001147,358,DESKTOP,iOS,103.220.234.194,2026-07-25 16:18:06,2026-07-25 16:27:25,1,0,559,45353.52,2,0,0,1,1,ABANDONED
sess_001148,110,DESKTOP,macOS,103.240.42.130,2026-07-28 02:57:06,2026-07-28 03:11:21,0,1,855,17820.55,2,1,0,2,0,CONVERTED
sess_001149,157,MOBILE,Android,103.29.97.40,2026-07-17 07:22:06,2026-07-17 07:30:51,0,0,525,10093.4,2,0,0,1,1,ABANDONED
sess_001150,435,TABLET,iOS,103.99.95.119,2026-07-15 04:09:06,2026-07-15 04:17:18,0,1,492,78380.4,4,0,0,1,1,ABANDONED
sess_001151,217,TABLET,Windows,103.221.85.2,2026-07-18 06:15:06,2026-07-18 06:34:11,1,0,1145,17551.46,1,4,1,3,1,PAYMENT_FAILED
sess_001152,228,DESKTOP,Android,103.127.56.91,2026-07-20 10:19:06,2026-07-20 10:26:02,0,0,416,47922.41,2,0,0,3,1,ABANDONED
sess_001153,92,TABLET,Android,103.193.77.180,2026-07-26 11:46:06,2026-07-26 12:09:43,1,0,1417,19215.72,2,3,3,5,1,PAYMENT_FAILED
sess_001154,316,TABLET,iOS,103.97.166.58,2026-07-19 15:19:06,2026-07-19 15:26:49,1,0,463,30515.02,1,0,0,2,1,ABANDONED
sess_001155,454,MOBILE,Android,103.123.137.161,2026-07-23 19:45:06,2026-07-23 19:57:19,0,0,733,30515.02,1,2,0,2,0,CONVERTED
sess_001156,317,DESKTOP,macOS,103.15.1.142,2026-07-13 04:18:06,2026-07-13 04:32:34,0,1,868,56420.05,4,1,0,5,1,ABANDONED
sess_001157,411,TABLET,Windows,103.38.210.119,2026-07-31 14:46:06,2026-07-31 15:07:49,0,0,1303,116357.81,4,3,3,3,1,PAYMENT_FAILED
sess_001158,310,MOBILE,macOS,103.234.5.84,2026-07-08 18:47:06,2026-07-08 19:02:41,0,0,935,31830.47,2,2,1,5,1,PAYMENT_FAILED
sess_001159,462,MOBILE,Android,103.225.91.70,2026-07-21 16:00:06,2026-07-21 16:12:53,0,0,767,53585.99,2,1,0,3,1,ABANDONED
sess_001160,448,TABLET,Android,103.94.247.79,2026-07-17 06:10:06,2026-07-17 06:16:48,0,0,402,104268.99,4,0,0,1,1,ABANDONED
sess_001161,469,MOBILE,Android,103.10.108.12,2026-07-17 12:51:06,2026-07-17 13:02:58,0,0,712,31946.18,3,2,0,1,0,CONVERTED
sess_001162,393,TABLET,iOS,103.221.224.251,2026-07-21 01:56:06,2026-07-21 02:08:28,0,1,742,10984.48,1,2,0,2,0,CONVERTED
sess_001163,468,TABLET,Android,103.177.60.136,2026-07-23 19:06:06,2026-07-23 19:11:38,0,0,332,8878.17,1,0,0,3,1,ABANDONED
sess_001164,385,MOBILE,macOS,103.105.62.13,2026-07-31 15:22:06,2026-07-31 15:33:48,0,0,702,82782.36,3,1,0,5,1,ABANDONED
sess_001165,463,DESKTOP,Windows,103.52.154.241,2026-08-06 11:44:06,2026-08-06 11:47:18,0,0,192,9659.58,1,0,0,1,1,ABANDONED
sess_001166,306,DESKTOP,macOS,103.45.161.239,2026-07-25 18:32:06,2026-07-25 18:35:40,1,0,214,33078.06,1,0,0,1,1,ABANDONED
sess_001167,121,MOBILE,Windows,103.122.15.67,2026-07-23 14:08:06,2026-07-23 14:14:11,0,0,365,62350.44,3,0,0,2,1,ABANDONED
sess_001168,224,DESKTOP,iOS,103.34.118.137,2026-07-31 13:57:06,2026-07-31 13:59:09,0,0,123,33952.76,1,0,0,2,1,ABANDONED
sess_001169,374,DESKTOP,iOS,103.36.85.180,2026-07-12 04:17:06,2026-07-12 04:22:09,1,1,303,104110.96,4,1,0,1,0,CONVERTED
sess_001170,218,DESKTOP,iOS,103.168.177.143,2026-07-28 01:35:06,2026-07-28 01:49:33,0,1,867,36327.16,2,2,0,2,0,CONVERTED
sess_001171,72,TABLET,Windows,103.35.207.30,2026-07-22 13:26:06,2026-07-22 13:32:16,0,0,370,22477.1,1,0,0,2,1,ABANDONED
sess_001172,173,MOBILE,Android,103.102.157.154,2026-08-05 15:48:06,2026-08-05 16:02:24,0,0,858,52950.55,3,1,0,6,1,ABANDONED
