order_id,session_id,customer_id,total_amount,discount_amount,payment_method,status,created_at
618,sess_001765,156,34979.66,0.0,UPI,COMPLETED,2026-07-18 02:22:40
619,sess_001774,436,11993.35,0.0,NET_BANKING,COMPLETED,2026-08-05 10:44:27
620,sess_001780,497,23638.97,0.0,CREDIT_CARD,COMPLETED,2026-08-05 18:05:54
621,sess_001782,159,78910.55,0.0,UPI,COMPLETED,2026-08-07 05:10:54
622,sess_001783,415,63823.35,0.0,CREDIT_CARD,COMPLETED,2026-08-03 19:35:41
623,sess_001784,133,11993.35,0.0,CREDIT_CARD,COMPLETED,2026-07-19 21:10:48
624,sess_001786,124,6189.77,0.0,UPI,COMPLETED,2026-07-19 10:56:08
625,sess_001789,249,5973.44,0.0,COD,COMPLETED,2026-08-01 17:56:40
626,sess_001792,125,34207.92,0.0,NET_BANKING,COMPLETED,2026-07-18 10:58:45
627,sess_001794,497,23333.68,0.0,COD,COMPLETED,2026-07-23 02:22:32
628,sess_001799,28,80922.23,0.0,UPI,COMPLETED,2026-07-08 20:56:32
629,sess_001800,42,91255.64,0.0,NET_BANKING,COMPLETED,2026-08-06 01:48:24
630,sess_001807,133,27139.29,0.0,CREDIT_CARD,COMPLETED,2026-07-09 03:22:22
631,sess_001810,489,24910.81,0.0,COD,COMPLETED,2026-08-02 11:10:30
632,sess_001814,22,88042.6,0.0,UPI,COMPLETED,2026-07-15 07:31:58
633,sess_001818,10,60439.15,0.0,UPI,COMPLETED,2026-07-29 01:14:18
634,sess_001819,165,34810.04,0.0,NET_BANKING,COMPLETED,2026-07-16 18:15:32
635,sess_001824,357,32828.36,0.0,CREDIT_CARD,COMPLETED,2026-07-22 06:07:53
636,sess_001826,229,32211.85,0.0,CREDIT_CARD,COMPLETED,2026-08-05 09:40:11
637,sess_001832,317,39167.35,0.0,UPI,COMPLETED,2026-07-26 21:10:19
638,sess_001833,479,69382.28,0.0,CREDIT_CARD,COMPLETED,2026-07-21 07:01:36
639,sess_001836,265,101132.4,0.0,COD,COMPLETED,2026-07-22 14:07:46
640,sess_001842,410,103224.84,0.0,COD,COMPLETED,2026-07-21 05:29:42
641,sess_001843,87,54173.29,0.0,CREDIT_CARD,COMPLETED,2026-07-26 14:43:16
642,sess_001846,347,18731.11,0.0,CREDIT_CARD,COMPLETED,2026-07-19 23:34:00
643,sess_001850,94,32129.16,0.0,UPI,COMPLETED,2026-07-21 13:48:21
644,sess_001857,374,82839.47,0.0,CREDIT_CARD,COMPLETED,2026-08-01 22:16:34
645,sess_001861,306,55663.56,0.0,CREDIT_CARD,COMPLETED,2026-07-09 14:42:32
646,sess_001862,255,74938.8,0.0,NET_BANKING,COMPLETED,2026-07-27 23:10:03
647,sess_001872,76,60757.07,0.0,COD,COMPLETED,2026-07-19 07:48:15
648,sess_001875,217,59308.15,0.0,NET_BANKING,COMPLETED,2026-07-21 06:56:08
649,sess_001876,143,45541.83,0.0,NET_BANKING,COMPLETED,2026-07-09 04:59:12
650,sess_001877,107,70951.91,0.0,UPI,COMPLETED,2026-07-19 23:49:43
651,sess_001878,472,24226.27,0.0,CREDIT_CARD,COMPLETED,2026-07-16 20:13:10
652,sess_001879,315,52927.97,0.0,UPI,COMPLETED,2026-07-31 21:13:42
653,sess_001883,300,56959.75,0.0,COD,COMPLETED,2026-07-20 04:05:06
654,sess_001884,430,11740.35,0.0,UPI,COMPLETED,2026-07-13 19:01:50
655,sess_001890,297,89320.73,0.0,NET_BANKING,COMPLETED,2026-08-04 21:18:15
656,sess_001892,309,9354.68,0.0,NET_BANKING,COMPLETED,2026-07-16 09:46:17
657,sess_001895,370,9659.58,0.0,UPI,COMPLETED,2026-07-21 17:10:11
658,sess_001896,20,11401.2,0.0,CREDIT_CARD,COMPLETED,2026-07-12 17:22:55
659,sess_001897,252,25540.41,0.0,COD,COMPLETED,2026-07-26 12:19:23
660,sess_001899,68,46613.32,0.0,CREDIT_CARD,COMPLETED,2026-07-24 01:54:23
661,sess_001901,487,84766.32,0.0,CREDIT_CARD,COMPLETED,2026-07-11 16:28:40
662,sess_001906,149,49690.12,0.0,UPI,COMPLETED,2026-08-07 19:07:35
663,sess_001907,18,42390.52,0.0,UPI,COMPLETED,2026-07-26 01:40:16
664,sess_001911,385,53500.71,0.0,CREDIT_CARD,COMPLETED,2026-07-31 22:11:40
665,sess_001912,500,73567.51,0.0,NET_BANKING,COMPLETED,2026-07-14 17:48:21
666,sess_001913,126,34207.92,0.0,CREDIT_CARD,COMPLETED,2026-07-16 08:58:36
667,sess_001915,128,68533.79,0.0,UPI,COMPLETED,2026-08-07 11:00:14
668,sess_001917,183,50490.05,0.0,NET_BANKING,COMPLETED,2026-07-20 10:24:46
669,sess_001919,211,1741.62,0.0,UPI,COMPLETED,2026-07-25 15:30:18
670,sess_001922,457,80293.6,0.0,UPI,COMPLETED,2026-08-04 14:14:38
671,sess_001927,100,15251.23,0.0,NET_BANKING,COMPLETED,2026-07-17 12:33:23
672,sess_001929,157,102099.26,0.0,CREDIT_CARD,COMPLETED,2026-07-15 11:39:56
673,sess_001930,244,37034.46,0.0,CREDIT_CARD,COMPLETED,2026-08-07 20:54:15
674,sess_001932,368,30192.16,0.0,UPI,COMPLETED,2026-08-07 08:52:15
675,sess_001937,31,6716.58,0.0,CREDIT_CARD,COMPLETED,2026-07-15 14:27:44
676,sess_001938,346,30724.46,0.0,UPI,COMPLETED,2026-07-23 05:37:37
677,sess_001940,33,30515.02,0.0,COD,COMPLETED,2026-08-05 00:43:20
678,sess_001941,432,20896.58,0.0,CREDIT_CARD,COMPLETED,2026-07-22 22:45:32
679,sess_001945,116,55165.54,0.0,UPI,COMPLETED,2026-07-08 16:02:02
680,sess_001947,304,39097.8,0.0,NET_BANKING,COMPLETED,2026-07-12 17:40:04
681,sess_001948,67,12928.18,0.0,UPI,COMPLETED,2026-07-14 07:06:03
682,sess_001952,138,99876.52,0.0,UPI,COMPLETED,2026-07-22 02:50:03
683,sess_001965,344,20611.38,0.0,CREDIT_CARD,COMPLETED,2026-07-25 14:52:39
684,sess_001969,21,65270.55,0.0,UPI,COMPLETED,2026-08-03 16:40:50
685,sess_001971,215,91482.27,0.0,NET_BANKING,COMPLETED,2026-07-10 14:32:44
686,sess_001978,313,33078.06,0.0,NET_BANKING,COMPLETED,2026-07-12 05:39:24
687,sess_001984,308,20611.38,0.0,NET_BANKING,COMPLETED,2026-07-20 11:39:51
688,sess_001989,312,36294.33,0.0,COD,COMPLETED,2026-07-19 02:20:04
689,sess_001990,386,37754.39,0.0,CREDIT_CARD,COMPLETED,2026-08-06 21:30:59
690,sess_001993,190,15990.76,0.0,NET_BANKING,COMPLETED,2026-07-23 01:22:52
691,sess_001998,136,50227.71,0.0,COD,COMPLETED,2026-07-12 08:21:18
692,sess_001999,48,13631.67,0.0,COD,COMPLETED,2026-08-04 02:25:50
